,stays_in_weekend_nights,stays_in_week_nights,lead_time,arrival_year,arrival_month,arrival_day,market_segment_type,avg_price_per_room,booking_status
14743,3,8,204,2018,7,18,Online,90.95,1
14744,0,1,1,2018,10,13,Offline,90.0,1
14745,2,2,13,2018,10,29,Online,130.5,0
14746,1,4,91,2018,10,24,Online,109.98,1
14747,2,2,101,2018,7,9,Offline,68.0,0
14748,0,2,4,2018,3,22,Online,107.0,1
14749,2,5,120,2018,9,11,Online,94.81,1
14750,2,5,176,2018,8,14,Online,131.26,0
14751,1,3,250,2018,9,26,Offline,95.0,0
14752,1,3,64,2018,9,1,Online,107.1,1
14753,0,1,71,2017,7,11,Online,51.96,1
14754,2,2,163,2018,6,5,Offline,100.0,0
14755,0,2,0,2018,4,22,Online,119.0,1
14756,1,4,232,2018,10,24,Online,106.25,0
14757,1,2,114,2018,7,1,Offline,75.0,0
14758,1,2,198,2018,9,9,Offline,90.0,0
14759,1,1,72,2018,4,2,Online,96.3,1
14760,1,2,106,2018,10,7,Online,118.8,0
14761,2,5,98,2018,8,12,Online,212.4,0
14762,1,2,59,2018,4,22,Online,189.0,1
14763,0,2,21,2018,2,12,Online,79.0,1
14764,1,1,1,2018,7,2,Online,166.0,1
14765,2,5,215,2018,8,14,Online,92.16,1
14766,0,2,22,2018,9,15,Online,102.41,1
14767,0,2,74,2018,10,21,Online,132.3,0
14768,1,0,3,2018,9,19,Corporate,65.0,1
14769,0,1,61,2017,9,15,Online,80.75,1
14770,2,1,47,2018,1,23,Offline,60.0,1
14771,1,2,55,2018,2,22,Online,73.9,1
14772,1,1,21,2018,5,9,Online,72.42,1
14773,0,3,28,2018,6,2,Online,332.57,1
14774,2,0,275,2018,4,17,Offline,110.0,0
14775,0,4,1,2018,2,3,Online,111.0,1
14776,0,3,295,2018,12,29,Online,79.5,0
14777,2,2,37,2018,3,11,Online,76.5,0
14778,0,4,208,2017,12,29,Online,75.44,0
14779,2,3,81,2018,12,23,Online,119.0,1
14780,1,2,305,2018,11,4,Offline,89.0,0
14781,0,2,46,2018,2,18,Online,72.0,0
14782,0,2,15,2018,7,8,Offline,118.15,1
14783,0,3,4,2018,10,25,Online,84.7,1
14784,0,1,119,2018,6,7,Offline,110.0,1
14785,0,3,71,2017,9,22,Offline,127.0,1
14786,2,0,30,2018,9,25,Online,99.1,1
14787,2,3,16,2018,12,18,Online,130.9,1
14788,1,3,124,2018,6,27,Online,158.95,1
14789,2,6,9,2018,1,16,Online,61.5,1
14790,1,3,21,2018,8,1,Online,159.0,0
14791,1,2,187,2018,10,7,Online,108.9,1
14792,0,2,201,2018,8,9,Online,103.5,0
14793,1,2,161,2018,3,25,Offline,130.0,0
14794,0,3,21,2018,10,4,Offline,85.0,1
14795,0,3,37,2018,10,13,Offline,105.0,1
14796,0,1,159,2018,2,13,Offline,70.0,1
14797,2,4,0,2017,9,13,Online,136.0,1
14798,0,2,52,2018,11,3,Online,90.0,0
14799,0,1,14,2018,7,6,Corporate,143.0,1
14800,0,1,73,2018,5,14,Online,126.9,1
14801,1,2,91,2018,4,25,Online,85.5,0
14802,1,1,17,2018,10,3,Corporate,95.0,1
14803,1,3,4,2017,9,7,Corporate,119.0,1
14804,1,2,64,2018,11,18,Online,86.4,0
14805,0,3,95,2017,12,29,Offline,60.0,1
14806,1,3,0,2018,2,15,Aviation,88.0,1
14807,0,2,4,2018,2,12,Online,79.0,1
14808,1,2,290,2018,6,17,Offline,72.0,0
14809,0,2,245,2018,6,17,Offline,75.0,0
14810,2,5,5,2018,4,10,Online,138.0,0
14811,1,1,18,2018,4,18,Online,95.0,0
14812,0,3,114,2018,6,1,Offline,75.0,1
14813,0,4,12,2018,11,23,Online,91.38,1
14814,0,4,36,2017,11,25,Online,94.99,1
14815,1,2,267,2018,9,30,Offline,95.0,0
14816,0,2,273,2017,7,17,Offline,109.0,0
14817,0,3,148,2018,5,5,Online,105.3,1
14818,2,0,114,2018,6,26,Online,85.5,1
14819,0,2,14,2017,10,15,Online,97.02,1
14820,0,1,2,2017,10,21,Complementary,0.0,1
14821,0,3,0,2017,11,3,Corporate,65.0,1
14822,0,2,80,2017,10,9,Offline,136.0,1
14823,0,3,54,2017,12,31,Offline,62.67,1
14824,2,1,5,2017,8,16,Online,105.0,1
14825,0,1,152,2018,8,20,Online,105.3,0
14826,0,3,85,2018,7,5,Offline,86.36,1
14827,0,4,108,2018,4,26,Online,101.58,1
14828,0,2,102,2017,8,21,Online,76.5,1
14829,2,1,43,2017,10,31,Offline,65.0,1
14830,1,3,23,2018,1,28,Online,78.3,1
14831,2,3,359,2018,10,14,Offline,78.0,1
14832,1,0,117,2018,10,2,Online,108.0,1
14833,0,2,188,2018,6,15,Offline,130.0,0
14834,0,2,88,2018,10,7,Corporate,90.0,1
14835,1,2,7,2018,7,4,Online,160.33,1
14836,2,3,163,2018,10,2,Offline,80.75,1
14837,0,1,1,2018,2,17,Online,66.3,1
14838,1,2,267,2018,9,30,Offline,95.0,0
14839,0,2,11,2018,1,15,Online,89.0,1
14840,0,4,125,2017,12,23,Online,72.25,1
14841,0,2,192,2018,6,24,Offline,95.0,1
14842,0,2,102,2017,10,16,Offline,101.5,0
14843,2,1,110,2017,7,25,Offline,94.5,0
14844,2,2,204,2017,10,9,Offline,72.75,1
14845,1,2,233,2018,10,14,Offline,90.0,0
14846,1,3,285,2018,10,3,Offline,100.0,0
14847,2,1,57,2017,10,10,Online,84.69,1
14848,0,3,66,2018,6,29,Online,150.3,0
14849,1,0,36,2018,8,7,Online,214.76,1
14850,0,2,26,2018,5,20,Online,120.12,1
14851,2,3,62,2018,2,26,Online,73.95,0
14852,0,2,101,2018,6,17,Offline,95.88,0
14853,0,1,0,2018,6,2,Online,158.0,1
14854,2,5,5,2018,2,20,Online,85.0,0
14855,2,1,1,2018,2,28,Offline,60.0,0
14856,1,3,217,2018,9,1,Offline,80.75,1
14857,0,2,1,2017,9,4,Offline,116.0,1
14858,0,3,3,2018,2,25,Offline,81.0,1
14859,0,1,0,2018,10,20,Corporate,112.0,1
14860,2,3,53,2018,3,19,Offline,70.0,1
14861,0,1,27,2018,6,9,Offline,120.0,1
14862,0,3,127,2018,10,12,Online,132.3,0
14863,2,2,41,2017,11,1,Offline,60.0,1
14864,0,2,164,2017,10,2,Offline,100.0,1
14865,0,2,256,2018,8,26,Offline,72.25,1
14866,0,1,113,2018,10,13,Online,108.0,0
14867,0,3,8,2018,11,3,Online,116.67,1
14868,0,3,133,2018,8,16,Online,124.8,0
14869,1,4,73,2018,7,4,Online,150.3,0
14870,0,3,8,2017,12,15,Offline,58.0,1
14871,0,2,119,2017,8,5,Online,76.5,1
14872,0,3,160,2017,12,30,Offline,70.0,1
14873,0,3,260,2018,9,22,Online,113.4,0
14874,2,2,134,2017,12,4,Offline,65.0,1
14875,1,3,250,2018,9,26,Offline,95.0,0
14876,0,1,132,2018,10,21,Online,179.0,1
14877,2,2,15,2017,12,4,Online,113.5,1
14878,2,2,60,2018,3,20,Offline,75.0,0
14879,2,2,28,2018,2,5,Online,77.39,1
14880,2,3,39,2018,3,12,Online,136.08,1
14881,1,1,11,2018,11,19,Online,90.0,1
14882,0,2,192,2018,6,24,Offline,95.0,1
14883,2,1,93,2018,10,15,Offline,115.0,0
14884,2,1,80,2018,4,10,Offline,100.0,0
14885,0,1,1,2017,8,11,Online,105.0,1
14886,1,0,166,2018,8,29,Online,128.7,0
14887,0,2,44,2018,10,28,Offline,100.0,1
14888,0,4,13,2018,2,3,Corporate,96.0,1
14889,0,2,257,2017,7,1,Offline,101.5,0
14890,0,1,23,2018,5,18,Online,120.12,1
14891,2,2,108,2018,4,16,Online,75.76,1
14892,0,1,4,2018,2,6,Online,81.0,1
14893,2,1,40,2017,10,31,Offline,65.0,1
14894,1,5,147,2018,9,12,Online,126.9,0
14895,1,2,174,2018,7,4,Online,85.5,0
14896,2,1,67,2018,6,12,Offline,80.75,1
14897,2,1,97,2018,10,30,Offline,80.75,0
14898,1,3,50,2018,3,21,Online,93.5,1
14899,0,1,10,2018,9,30,Online,195.0,1
14900,0,1,42,2018,2,20,Online,80.3,1
14901,0,1,1,2018,10,29,Online,203.81,1
14902,0,2,7,2017,8,26,Online,90.0,1
14903,0,2,315,2018,12,2,Offline,52.0,1
14904,2,0,71,2018,10,30,Online,75.54,1
14905,1,1,1,2018,4,23,Online,116.0,1
14906,0,1,0,2018,11,24,Corporate,67.0,1
14907,2,0,386,2018,10,23,Offline,115.0,0
14908,2,3,45,2018,3,10,Online,67.15,1
14909,1,2,12,2018,2,5,Online,85.0,0
14910,0,1,1,2018,3,15,Online,97.0,1
14911,1,1,247,2018,6,6,Offline,115.0,0
14912,1,2,118,2018,6,6,Offline,110.0,1
14913,2,5,115,2018,8,22,Offline,82.45,1
14914,0,3,1,2018,6,21,Complementary,0.0,1
14915,0,3,67,2018,12,27,Online,168.9,0
14916,1,2,118,2018,4,29,Online,99.3,0
14917,2,5,19,2018,9,6,Online,162.29,1
14918,1,3,151,2018,12,26,Online,164.05,1
14919,0,1,12,2018,8,26,Online,164.0,1
14920,2,1,62,2018,9,3,Online,109.8,1
14921,0,2,9,2018,1,29,Online,77.75,1
14922,1,0,3,2018,10,9,Online,195.0,1
14923,0,3,91,2018,4,12,Online,90.9,1
14924,0,3,55,2018,10,13,Online,102.04,1
14925,2,4,150,2018,7,24,Online,99.45,1
14926,2,3,244,2018,10,30,Online,85.85,0
14927,1,5,349,2018,10,4,Offline,90.0,0
14928,1,2,28,2018,11,25,Online,104.0,0
14929,2,3,14,2018,3,31,Online,161.0,1
14930,0,4,75,2018,9,14,Online,149.4,1
14931,0,1,1,2017,9,30,Corporate,65.0,1
14932,0,3,213,2018,6,7,Offline,130.0,0
14933,1,0,90,2018,4,11,Online,105.3,1
14934,1,2,94,2017,11,23,Online,65.45,1
14935,0,2,119,2018,7,14,Online,177.3,1
14936,1,2,273,2018,5,13,Offline,95.0,0
14937,1,3,47,2017,10,19,Offline,72.36,1
14938,1,0,46,2018,11,20,Online,86.4,0
14939,0,2,148,2017,9,11,Online,93.5,1
14940,2,3,92,2018,8,20,Online,107.1,0
14941,0,2,74,2017,9,18,Offline,109.0,1
14942,0,3,88,2018,4,6,Online,100.72,1
14943,2,0,146,2018,4,24,Offline,95.0,0
14944,1,1,72,2018,4,23,Online,118.8,1
14945,2,1,11,2017,12,26,Online,92.58,1
14946,1,3,45,2018,3,28,Online,143.65,0
14947,0,2,2,2018,8,19,Online,133.0,1
14948,1,3,322,2018,5,19,Offline,80.0,0
14949,1,4,106,2018,7,18,Online,141.3,1
14950,1,0,5,2018,8,29,Offline,75.0,1
14951,0,4,134,2018,7,13,Online,89.25,1
14952,0,2,14,2018,11,3,Online,100.0,1
14953,0,4,175,2018,8,31,Online,112.63,0
14954,1,4,141,2018,7,6,Online,107.95,1
14955,1,1,43,2018,3,14,Online,81.9,0
14956,0,1,0,2018,2,10,Complementary,0.0,1
14957,1,0,9,2018,4,11,Online,95.0,0
14958,2,3,16,2018,10,29,Online,106.0,1
14959,2,3,359,2018,10,14,Offline,78.0,1
14960,2,0,27,2018,9,25,Online,89.1,0
14961,2,2,42,2018,3,20,Online,86.98,0
14962,0,2,74,2017,9,18,Offline,109.0,1
14963,1,1,301,2018,7,30,Offline,90.0,1
14964,0,2,273,2017,7,17,Offline,87.0,1
14965,1,2,49,2018,3,7,Online,87.3,0
14966,2,4,22,2017,9,4,Online,122.5,1
14967,1,0,4,2017,10,19,Online,90.0,1
14968,2,3,75,2018,4,29,Online,135.15,0
14969,2,0,18,2018,11,6,Online,155.0,1
14970,0,4,117,2018,4,20,Online,99.45,0
14971,0,1,26,2018,6,8,Offline,120.0,1
14972,0,3,58,2018,11,10,Offline,75.0,1
14973,0,1,98,2018,9,21,Corporate,65.0,1
14974,2,2,24,2018,10,16,Offline,85.0,1
14975,1,1,27,2018,9,26,Online,111.2,0
14976,0,1,10,2018,2,6,Online,93.0,1
14977,1,3,28,2018,10,6,Online,205.0,1
14978,0,2,1,2018,10,28,Online,149.0,1
14979,2,3,6,2018,10,30,Online,102.41,1
14980,0,3,146,2018,5,19,Online,121.55,1
14981,2,1,116,2018,2,28,Online,1.0,1
14982,1,3,141,2018,8,22,Online,103.05,0
14983,0,2,20,2018,8,3,Online,240.0,0
14984,4,6,125,2018,9,4,Online,99.79,1
14985,2,4,165,2018,7,31,Offline,72.25,0
14986,2,1,18,2018,10,29,Online,140.0,0
14987,2,0,146,2018,4,24,Offline,95.0,0
14988,1,1,10,2018,8,8,Online,207.9,1
14989,1,3,88,2018,10,10,Online,108.0,0
14990,0,2,322,2018,12,9,Offline,52.0,1
14991,0,4,115,2018,8,3,Online,123.75,1
14992,0,2,256,2018,6,15,Offline,115.0,0
14993,0,3,104,2017,12,3,Offline,75.0,1
14994,2,5,87,2018,6,8,Online,93.55,0
14995,0,1,5,2018,12,20,Online,105.0,1
14996,0,4,27,2018,11,23,Online,68.07,1
14997,0,4,14,2018,12,7,Online,77.78,1
14998,1,4,26,2017,10,5,Online,106.93,1
14999,0,2,5,2018,2,12,Online,91.0,0
15000,2,1,1,2017,12,6,Offline,66.0,1
15001,2,2,31,2018,11,13,Corporate,77.0,1
15002,0,2,273,2017,7,17,Offline,87.0,1
15003,2,1,117,2017,8,1,Offline,94.5,1
15004,0,1,24,2017,10,24,Online,145.0,1
15005,1,2,141,2018,5,23,Online,114.3,0
15006,0,2,6,2017,12,10,Online,0.0,1
15007,1,1,247,2018,6,6,Offline,115.0,0
15008,1,0,2,2018,9,11,Online,175.0,1
15009,0,4,49,2017,12,30,Offline,71.0,1
15010,1,4,105,2018,7,4,Online,123.25,0
15011,0,3,82,2018,4,26,Offline,90.95,1
15012,2,1,282,2017,10,10,Offline,76.67,1
15013,0,1,100,2017,10,16,Offline,108.0,0
15014,1,2,49,2017,11,16,Offline,60.0,1
15015,0,3,113,2018,5,31,Corporate,100.0,0
15016,0,3,276,2018,9,22,Offline,95.0,0
15017,2,2,47,2018,6,19,Online,70.12,1
15018,0,1,55,2018,4,6,Offline,104.0,1
15019,0,4,18,2018,3,15,Online,79.0,1
15020,0,2,180,2018,8,25,Online,85.5,0
15021,0,3,204,2018,5,5,Offline,90.0,0
15022,1,1,64,2018,11,19,Online,79.2,1
15023,2,0,2,2018,1,3,Online,67.66,1
15024,1,1,107,2018,9,19,Online,130.5,0
15025,2,2,166,2018,6,19,Online,100.3,0
15026,0,3,44,2018,2,17,Offline,75.0,1
15027,2,0,16,2018,9,11,Online,89.0,1
15028,0,2,169,2018,8,18,Online,97.54,1
15029,0,2,36,2018,1,19,Offline,71.0,1
15030,2,3,341,2018,12,29,Online,71.91,0
15031,0,3,4,2017,11,17,Corporate,65.0,1
15032,2,1,159,2018,8,7,Online,130.5,0
15033,0,1,0,2018,2,24,Online,97.0,1
15034,0,1,10,2018,9,30,Aviation,110.0,0
15035,1,0,49,2018,7,11,Online,93.15,0
15036,0,1,84,2018,11,26,Online,79.2,0
15037,0,4,213,2018,12,27,Online,79.48,0
15038,0,2,163,2018,7,22,Online,118.8,0
15039,0,3,37,2018,10,13,Offline,95.0,1
15040,0,1,180,2017,10,16,Offline,70.0,0
15041,0,1,1,2018,3,31,Corporate,95.0,1
15042,1,2,297,2018,12,19,Corporate,106.0,1
15043,1,3,250,2018,9,26,Offline,95.0,0
15044,2,0,20,2018,9,25,Offline,85.5,1
15045,2,4,45,2018,6,17,Online,135.9,1
15046,0,1,5,2017,9,22,Corporate,65.0,1
15047,0,4,35,2017,10,20,Online,96.3,1
15048,0,3,222,2018,8,31,Online,96.3,0
15049,0,3,43,2017,12,31,Offline,118.0,1
15050,2,1,4,2018,4,10,Corporate,65.0,1
15051,2,3,48,2018,4,1,Online,63.22,1
15052,2,3,49,2018,11,24,Online,129.2,1
15053,1,5,75,2017,10,20,Offline,67.83,1
15054,0,3,159,2018,5,26,Online,119.85,0
15055,0,2,8,2017,10,23,Corporate,65.0,1
15056,1,3,52,2018,12,1,Online,88.4,1
15057,2,5,165,2018,8,8,Online,99.45,0
15058,2,1,2,2018,3,27,Offline,100.47,1
15059,0,1,11,2018,11,5,Online,130.0,0
15060,0,1,193,2018,7,15,Online,86.5,0
15061,2,5,69,2017,12,29,Online,92.43,1
15062,0,1,5,2018,7,20,Online,111.0,1
15063,0,1,13,2018,9,7,Online,119.0,0
15064,2,1,150,2018,1,2,Offline,101.0,1
15065,2,6,153,2018,6,7,Online,111.78,0
15066,1,0,34,2018,5,22,Online,75.54,1
15067,1,1,42,2018,6,13,Corporate,89.0,1
15068,0,1,1,2017,10,14,Corporate,95.0,1
15069,0,2,292,2018,7,21,Offline,115.0,0
15070,1,3,290,2018,12,1,Online,73.95,0
15071,1,0,96,2017,7,13,Offline,63.75,1
15072,0,2,74,2017,9,18,Offline,109.0,1
15073,1,2,54,2018,11,11,Online,64.37,1
15074,2,2,5,2017,12,26,Online,63.0,1
15075,0,2,133,2018,10,21,Online,110.7,1
15076,0,2,292,2018,7,21,Offline,90.0,1
15077,0,1,1,2018,6,28,Online,133.0,1
15078,2,3,34,2018,3,3,Online,97.4,1
15079,1,0,45,2018,10,17,Online,185.4,1
15080,0,3,52,2017,11,19,Offline,60.0,1
15081,0,1,2,2018,1,16,Complementary,0.0,1
15082,1,2,22,2017,9,4,Online,105.0,1
15083,0,2,29,2018,10,5,Online,152.0,1
15084,1,2,159,2018,9,19,Offline,144.0,0
15085,1,2,418,2018,9,26,Offline,86.0,0
15086,0,2,211,2018,5,20,Offline,100.0,0
15087,0,5,7,2018,10,4,Online,140.0,0
15088,2,2,33,2018,10,28,Online,109.0,0
15089,1,1,16,2017,8,15,Offline,104.0,1
15090,1,3,109,2018,5,23,Offline,75.0,1
15091,0,1,41,2017,9,4,Offline,110.0,1
15092,1,0,37,2018,6,27,Online,89.1,1
15093,2,1,205,2018,5,29,Offline,90.0,0
15094,0,4,256,2018,8,31,Online,90.95,0
15095,0,3,11,2018,6,14,Corporate,90.0,1
15096,2,0,18,2018,6,12,Online,129.0,1
15097,2,3,68,2018,3,20,Online,99.45,1
15098,2,0,51,2018,10,9,Online,108.0,1
15099,0,1,37,2018,3,25,Online,143.1,0
15100,1,2,91,2018,5,13,Online,140.4,0
15101,0,1,105,2018,4,6,Offline,75.0,0
15102,2,2,0,2018,11,13,Online,98.6,1
15103,1,3,75,2018,4,11,Online,90.95,1
15104,1,1,5,2018,4,11,Offline,99.0,1
15105,0,1,34,2018,4,12,Offline,99.9,1
15106,2,5,81,2018,3,23,Online,89.31,1
15107,0,4,0,2017,11,3,Online,82.45,1
15108,0,2,0,2017,8,14,Offline,109.0,1
15109,1,2,198,2018,9,9,Offline,90.0,0
15110,0,4,98,2018,5,3,Offline,95.0,1
15111,0,2,0,2018,3,4,Online,116.0,1
15112,2,5,31,2018,1,30,Offline,84.03,1
15113,3,8,204,2018,7,18,Online,90.95,1
15114,1,2,86,2018,11,4,Online,90.0,1
15115,1,0,92,2018,9,19,Online,125.1,1
15116,1,3,64,2018,9,19,Online,168.3,1
15117,0,4,75,2018,4,26,Offline,75.0,1
15118,1,3,29,2018,4,14,Online,96.53,0
15119,0,1,0,2018,8,17,Online,138.0,1
15120,0,2,86,2017,9,24,Offline,120.0,1
15121,2,5,132,2018,7,31,Online,121.37,0
15122,1,2,19,2018,4,4,Online,101.27,1
15123,0,1,11,2018,6,14,Online,78.8,1
15124,0,3,259,2018,5,5,Offline,90.0,0
15125,1,4,67,2018,9,5,Online,104.76,1
15126,0,3,78,2018,4,14,Online,96.3,1
15127,0,3,49,2018,9,6,Online,110.7,0
15128,0,3,193,2017,10,15,Offline,65.0,0
15129,0,1,2,2018,1,23,Complementary,0.0,1
15130,2,0,131,2018,7,3,Online,121.5,1
15131,1,0,29,2018,8,8,Online,139.0,1
15132,0,3,71,2018,5,10,Offline,90.0,1
15133,2,2,80,2018,4,24,Online,173.19,0
15134,0,2,1,2018,8,16,Online,168.5,1
15135,0,1,1,2018,1,26,Online,93.0,1
15136,2,4,99,2018,4,27,Online,107.95,1
15137,2,3,17,2018,2,27,Offline,46.4,1
15138,0,2,43,2018,10,12,Online,139.5,1
15139,2,4,165,2018,7,6,Online,108.04,0
15140,0,1,0,2018,5,19,Online,223.0,0
15141,1,3,41,2018,4,11,Online,105.3,1
15142,2,2,230,2018,9,18,Online,109.65,0
15143,2,1,24,2018,12,18,Online,104.0,1
15144,1,2,315,2018,9,30,Offline,160.0,0
15145,0,2,192,2018,6,24,Offline,95.0,1
15146,0,4,122,2018,5,3,Online,99.45,0
15147,1,4,195,2018,9,5,Online,140.25,0
15148,0,2,37,2017,9,16,Online,94.5,1
15149,2,2,103,2018,10,28,Online,123.3,1
15150,0,4,62,2018,9,14,Online,149.4,1
15151,2,5,112,2018,7,6,Offline,72.25,1
15152,2,3,58,2017,9,10,Online,121.56,1
15153,0,3,166,2018,11,1,Offline,110.0,0
15154,0,2,256,2018,8,26,Offline,72.25,1
15155,2,1,4,2018,11,19,Online,128.67,1
15156,2,1,138,2017,8,22,Offline,138.5,1
15157,0,1,113,2018,10,13,Online,108.0,1
15158,2,2,169,2018,4,22,Offline,77.0,1
15159,0,1,361,2018,11,4,Online,91.0,0
15160,0,1,37,2018,10,19,Offline,76.5,1
15161,0,1,0,2018,3,26,Online,89.0,1
15162,0,1,25,2018,7,7,Online,151.0,1
15163,1,1,275,2018,6,4,Offline,62.8,0
15164,0,3,54,2018,4,20,Online,130.05,1
15165,1,2,80,2018,9,26,Online,0.0,1
15166,2,2,169,2018,4,22,Offline,106.0,0
15167,1,3,96,2018,4,18,Online,82.45,1
15168,0,2,33,2018,9,28,Complementary,65.0,1
15169,1,1,44,2018,6,18,Offline,96.3,1
15170,1,2,86,2017,11,20,Offline,49.07,1
15171,1,1,37,2018,2,6,Online,81.55,1
15172,2,0,0,2018,7,24,Online,134.0,1
15173,0,3,6,2018,2,23,Online,158.5,1
15174,2,1,116,2018,12,17,Online,79.2,1
15175,0,2,265,2018,6,24,Offline,115.0,0
15176,2,2,64,2018,3,11,Online,73.95,0
15177,0,1,1,2017,10,13,Complementary,0.0,1
15178,0,1,7,2018,12,13,Corporate,79.0,1
15179,1,3,103,2018,11,7,Online,187.25,1
15180,2,2,207,2018,10,28,Online,85.5,0
15181,1,3,56,2018,11,10,Online,88.23,1
15182,0,5,231,2018,12,27,Offline,64.6,1
15183,1,3,153,2018,7,4,Online,133.88,0
15184,0,2,320,2018,8,18,Offline,115.0,0
15185,2,1,245,2018,9,17,Online,0.0,1
15186,2,7,14,2018,3,4,Online,132.33,0
15187,0,1,7,2018,10,26,Online,109.0,1
15188,0,2,192,2018,6,24,Offline,95.0,1
15189,1,2,66,2018,7,11,Offline,72.25,1
15190,1,2,39,2018,6,20,Online,94.5,1
15191,0,1,0,2018,9,9,Complementary,0.0,1
15192,2,2,164,2018,9,30,Online,126.9,0
15193,0,3,36,2017,10,13,Offline,112.0,1
15194,1,1,0,2017,12,5,Online,73.0,1
15195,2,2,81,2018,5,21,Online,132.6,0
15196,2,1,89,2018,4,9,Online,79.5,1
15197,1,3,38,2018,6,20,Online,99.9,1
15198,0,3,58,2018,1,27,Offline,81.0,1
15199,0,3,50,2018,10,4,Online,118.8,0
15200,0,3,1,2017,10,6,Online,221.33,1
15201,0,1,3,2017,12,10,Corporate,65.0,1
15202,0,1,0,2018,2,12,Online,127.0,1
15203,0,2,145,2018,8,17,Online,142.2,1
15204,1,2,318,2018,9,16,Offline,80.75,1
15205,0,1,28,2017,10,29,Offline,130.0,1
15206,0,5,129,2018,8,16,Online,124.2,1
15207,2,5,42,2017,10,26,Online,98.36,1
15208,2,2,169,2018,4,22,Offline,106.0,0
15209,0,3,130,2018,9,29,Online,139.5,1
15210,1,1,32,2018,4,16,Online,109.8,1
15211,0,2,6,2018,5,31,Corporate,95.0,1
15212,1,1,46,2018,1,18,Offline,60.0,1
15213,2,1,40,2018,3,27,Online,139.87,0
15214,1,0,63,2018,9,4,Online,99.0,1
15215,0,3,74,2018,5,3,Offline,80.75,1
15216,2,1,150,2018,1,2,Offline,101.0,1
15217,0,4,296,2018,9,21,Offline,96.0,1
15218,2,1,13,2018,6,19,Online,141.0,1
15219,1,0,131,2018,10,10,Online,108.0,0
15220,1,1,141,2018,7,16,Online,137.7,1
15221,0,1,0,2018,8,17,Online,150.0,1
15222,1,5,3,2018,3,1,Complementary,55.5,1
15223,0,1,289,2017,10,17,Offline,67.0,1
15224,2,4,4,2018,11,27,Online,80.79,1
15225,2,0,81,2018,4,10,Online,85.5,1
15226,2,3,210,2018,8,7,Online,90.95,1
15227,1,3,21,2017,8,31,Online,91.25,0
15228,0,1,13,2018,9,15,Corporate,100.0,1
15229,0,1,60,2018,7,15,Online,137.7,0
15230,0,2,74,2017,9,18,Offline,101.5,1
15231,2,5,166,2018,8,1,Online,99.45,0
15232,2,1,20,2018,3,6,Online,85.0,0
15233,0,2,9,2018,8,17,Online,149.0,1
15234,1,2,64,2018,11,21,Online,64.37,1
15235,0,2,292,2018,7,21,Offline,90.0,1
15236,0,2,14,2018,6,22,Online,109.0,1
15237,0,3,218,2018,10,13,Offline,80.0,1
15238,0,1,6,2018,11,8,Corporate,74.0,1
15239,0,1,65,2018,4,23,Online,118.8,1
15240,2,5,106,2018,7,19,Online,121.37,0
15241,0,3,2,2018,8,31,Online,139.0,1
15242,0,2,86,2018,7,15,Online,205.06,1
15243,0,3,166,2018,11,1,Offline,110.0,0
15244,0,4,112,2018,8,24,Offline,92.65,1
15245,1,1,105,2018,6,27,Online,105.3,0
15246,2,1,56,2018,8,13,Online,216.9,1
15247,0,1,56,2018,6,8,Offline,120.0,1
15248,2,3,127,2018,5,6,Online,99.45,1
15249,1,2,161,2018,3,25,Offline,130.0,0
15250,1,4,118,2017,12,28,Online,110.8,1
15251,1,1,35,2017,10,17,Online,104.85,1
15252,2,0,13,2018,1,31,Corporate,80.0,1
15253,2,6,336,2018,9,21,Offline,84.13,1
15254,0,2,12,2018,1,15,Online,77.0,1
15255,1,1,247,2018,6,6,Offline,115.0,0
15256,1,3,17,2018,12,8,Online,91.38,1
15257,0,3,7,2018,8,30,Offline,80.0,1
15258,0,1,4,2018,8,24,Online,198.0,1
15259,0,2,32,2017,11,20,Offline,73.0,1
15260,0,2,0,2017,8,4,Online,80.0,1
15261,0,3,90,2018,8,31,Online,129.9,1
15262,1,0,19,2018,9,12,Corporate,68.5,1
15263,0,3,176,2018,9,8,Offline,125.1,0
15264,2,2,75,2018,10,22,Online,112.79,0
15265,1,2,84,2018,10,10,Online,127.8,1
15266,2,1,130,2018,10,29,Online,104.4,1
15267,0,2,30,2018,6,2,Offline,140.0,1
15268,1,2,2,2017,8,21,Online,100.67,1
15269,0,1,4,2018,10,29,Online,140.0,1
15270,2,1,122,2018,3,27,Offline,86.0,1
15271,2,0,146,2018,4,24,Offline,95.0,0
15272,2,1,78,2018,4,9,Online,96.3,1
15273,1,1,5,2018,12,5,Corporate,88.0,1
15274,0,1,92,2018,11,11,Offline,90.0,1
15275,1,3,56,2018,4,7,Online,130.05,1
15276,1,2,273,2018,5,13,Offline,95.0,0
15277,0,3,119,2018,6,7,Offline,110.0,1
15278,1,2,118,2018,6,6,Offline,110.0,1
15279,1,4,5,2018,3,7,Offline,55.74,1
15280,2,0,223,2017,10,4,Online,89.25,0
15281,0,2,22,2018,2,16,Online,79.0,1
15282,1,0,37,2018,9,25,Offline,85.5,1
15283,0,1,0,2017,11,14,Online,85.0,1
15284,2,1,28,2018,2,6,Online,81.1,1
15285,2,5,196,2017,8,16,Online,55.96,1
15286,1,2,15,2018,2,12,Offline,40.67,1
15287,0,2,315,2018,12,2,Offline,52.0,1
15288,0,2,188,2018,6,15,Offline,130.0,0
